signal_id,campaign_phase,is_anomalous,exit_code,duration,median_rms,sample_rate,rms,mean,std_dev,crest_factor,peak_to_peak,entropy,peak_count,kurtosis,skewness,zcr,energy_low,energy_mid,energy_high,peak_freq,peak_magnitude,spectral_entropy,spectral_crest,harmonic_distortion,spectral_flatness,spectral_rolloff,hnr,harmonic_1_freq,harmonic_1_mag,harmonic_2_freq,harmonic_2_mag,harmonic_3_freq,harmonic_3_mag,harmonic_4_freq,harmonic_4_mag
19,calib,False,0,0.23394536972045898,,10000000000,0.004748339620605982,0.00017828601239399042,0.004744991385703584,4.47608677099798,0.0423419136,-6803.301845469388,28327,1.259182024369041,-0.2218355879219072,404158383.3664665,2767543.6156720547,46835.65464061809,7887.876488275557,45499818.000727996,50.337919608564064,2.6196494950378018,-1519.584420792371,0.5816324023414109,0.3391266767471189,860196559.2137631,-39.86623139061312,90999636.00145599,20.83040656471227,136499454.002184,11.153360902612505,181999272.00291198,15.762983912816484,227499090.00364,7.1018302812937435
1,calib,False,0,0.28165602684020996,,10000000000,0.00478878918191289,0.00013603059005699977,0.004786856746067785,4.438278519396016,0.041581082340000006,-6919.520768244937,28877,1.360324115845919,-0.25498253661411735,428538285.84685665,2809867.173883248,51196.57269432404,7762.213308203847,41319834.72066112,53.16982020494013,2.658051855291933,-6176.265736832429,0.7085004974294636,0.33880429913377363,857476570.0937196,-37.72604703205867,82639669.44132224,28.6544334927219,123959504.16198336,17.884177528673103,165279338.88264447,10.135360692418903,206599173.60330558,13.245625369166385
20,calib,False,0,0.23270487785339355,,10000000000,0.004534308854799095,0.00022993854402950393,0.004528474915098798,4.6873693082254135,0.0423419136,-6926.94807612138,28523,1.7425688995123112,-0.27975044544051586,460398158.4073664,2519017.5199856777,49746.12987853055,7790.578012928573,43219827.120691516,50.07753267893755,2.3130820703399446,-1377.3307882244262,0.8150179970624094,0.34752246374919393,871576513.6939452,-36.63714660953858,86439654.24138303,25.236556690108884,129659481.36207455,26.55912717386228,172879308.48276606,14.885849546255905,216099135.60345757,10.09605998252438
21,calib,False,0,0.23556137084960938,,10000000000,0.004730035536249477,0.00017657399842720627,0.004726738600479436,4.493408135544925,0.0423419136,-6819.296224427033,28003,1.4766230667523876,-0.2517710714507936,404418382.3264707,2748549.802153132,44133.00832951587,7820.724994601981,43479826.080695674,51.403961906947224,2.6520880250362104,-1175.2822560021727,0.6389775595160182,0.3414898929371922,862536549.8538005,-38.822313496419,86959652.16139135,14.564838656199772,130439478.24208704,21.10355423197964,173919304.3227827,19.31654884652511,217399130.40347838,6.945120127921307
22,calib,False,0,0.25894665718078613,,10000000000,0.004686589651115009,0.00025098786135251453,0.00467986406334543,4.535063178604375,0.0423419136,-6884.775259436028,27790,2.052212273402094,-0.31172063635157227,433738265.0469398,2700860.2285628,44775.329014817406,7702.642525726609,42919828.32068672,51.02358608179571,2.5134125056862278,-1235.4918431321298,0.7749635088414806,0.3458253845396358,871856512.5739497,-37.13293243798292,85839656.64137344,30.161169421735536,128759484.96206015,20.254707304574193,171679313.28274688,12.606427888712116,214599141.60343358,9.20067113777089
23,calib,False,0,0.23331999778747559,,10000000000,0.004873589089702432,0.0002007870703829985,0.004869451218323642,4.361052967085025,0.0423419136,-6743.271058799593,28090,1.1957755644239096,-0.2079121500998032,382038471.8461126,2921178.265929988,44725.44976566482,8070.440175754431,41519833.92066432,51.354944108396055,2.632642298756108,8311.364758558766,0.5259700144196239,0.3350808608860504,852136591.4536341,-40.76261199732903,83039667.84132864,12.315071936257764,124559501.76199295,22.95111326200939,166079335.68265727,0.9163129954946869,207599169.60332158,7.095673028545243
24,calib,False,0,0.23334980010986328,,10000000000,0.0047300794455279425,0.00014149310185331262,0.004727962696884763,4.493366423283777,0.0423419136,-6827.762570915958,27946,1.513148889947213,-0.2665842306365946,417718329.12668353,2745812.453926918,45411.91513382487,7935.897086726905,41259834.96066016,51.25889088015675,2.667089961283243,-1201.1463579082338,0.786860584378725,0.34163364766923504,867756528.9738841,-37.03710280296525,82519669.92132032,27.033321525015648,123779504.88198046,20.864274712286775,165039339.84264064,19.905852990475765,206299174.8033008,8.027324641351356
25,calib,False,0,0.23312902450561523,,10000000000,0.004824844685124277,0.00017321015570269716,0.004821734592191222,4.405111780184184,0.0423419136,-6795.780516363659,28014,1.5556256846577998,-0.28917094193553056,410238359.0465638,2859837.0633308827,45828.88067043691,7928.0909705135655,41819832.72066912,52.249580786647954,2.827508355663271,-961.6419828855121,0.7055091249397756,0.33894788429985023,859916560.3337587,-37.955481354622115,83639665.44133824,28.907076082605077,125459498.16200735,17.368599485390973,167279330.88267648,7.042837078710469,209099163.60334557,13.113320953375652
26,calib,False,0,0.23557686805725098,,10000000000,0.004414959890666768,0.00019223789861872554,0.004410772656409644,4.814082276246936,0.0423419136,-7027.323815507653,28464,2.59742727120992,-0.3404680190113281,471218115.1275395,2384461.5381846605,48829.98737261026,7754.831160605694,41299834.8006608,51.73682835280076,2.5916795245296944,841.2306790004322,0.6860775805345823,0.3556671336751571,885436458.254167,-37.64458980398721,82599669.6013216,24.298958775974008,123899504.4019824,16.655962281264088,165199339.2026432,12.20849034200964,206499174.00330397,15.589138731321114
27,calib,False,0,0.2365281581878662,,10000000000,0.0048469873926596215,0.00016601411270578928,0.004844143484557804,4.384987712612472,0.0423419136,-6756.773248456875,29064,1.1339744739583777,-0.18089646273881052,407998368.006528,2881418.2254868574,50663.544404314314,7976.426151797449,40279838.88064448,50.193774554862465,2.8033431845044134,497.13617191377705,0.6918467385999734,0.336800103473492,849576601.6935933,-38.54583927633512,80559677.76128896,28.295003809696638,120839516.64193343,6.129690464678354,161119355.5225779,16.44433857137791,201399194.40322238,9.865403499978424
28,calib,False,0,0.23605704307556152,,10000000000,0.004815230396169035,0.00019485474294686825,0.004811286251860444,4.413907209281102,0.04190863544,-6864.39024167557,28169,1.3319430706050257,-0.21987190699987502,413038347.84660864,2848601.5474819005,46461.424497010004,7937.310880152769,37699849.200603195,51.75970131274104,2.4860082998550217,1107.3755298675865,0.695893123828921,0.33879636218123,857616569.5337218,-38.159237697280474,75399698.40120639,29.43007023912442,113099547.60180959,-9.112466825986058,150799396.80241278,17.120311670014296,188499246.003016,7.423817664970662
29,calib,False,0,0.2326340675354004,,10000000000,0.004934008839682352,0.00024826744579705675,0.0049277587710257285,4.307649388274773,0.0423419136,-6740.082833609896,28654,1.3023658128881461,-0.2514407410931245,401138395.4464182,2993884.480305597,48918.34043580057,7910.076419836377,42199831.2006752,51.93642355712342,2.665145749872803,553.0927783044801,0.738289903805233,0.33645211954161836,849936600.2535989,-37.790343468896324,84399662.4013504,20.427709319817502,126599493.60202558,23.15213727623796,168799324.8027008,20.237712789710862,210999156.00337598,10.363159096435336
2,calib,False,0,0.23675537109375,,10000000000,0.00480707120921474,0.00020328617638245457,0.004802770902401348,4.4213990671196965,0.0423419136,-6806.0939618573975,28611,1.5905596732868093,-0.29028544840924464,420278318.8867244,2837092.373160169,48677.711568939056,7839.918283786973,41039835.84065664,51.55972384281098,2.7079115144452377,974.0295447171617,0.7062069670457601,0.3412734892211892,860156559.3737625,-38.03610309065283,82079671.68131328,26.400128006402067,123119507.52196991,15.716762191039567,164159343.36262655,10.324353985411205,205199179.2032832,16.59054421888152
30,calib,False,0,0.44209742546081543,,10000000000,0.004786018989475338,0.0001282056424347503,0.0047843015248692725,4.440847436405584,0.0423419136,-6801.865092116613,28750,1.4457589427655018,-0.24852855174099325,422158311.36675453,2807530.693846473,49863.08610127823,7860.490196039609,45179819.28072288,51.872672082026305,2.545396291497166,606.0786709953447,0.5144322124404729,0.3410156088180754,860156559.3737625,-40.712069587867944,90359638.56144576,17.102266405427898,135539457.84216863,16.49401216752668,180719277.12289152,6.019470781058992,225899096.40361437,10.550536797936495
31,calib,False,0,0.4380457401275635,,10000000000,0.004794938951203731,8.935307197027215e-05,0.004794106337400144,4.432586186454858,0.0423419136,-6788.035149616964,28477,1.3481274660710554,-0.2542060325299205,408078367.6865293,2819435.883234521,47561.73300950796,7881.874920073233,42399830.400678396,52.628477289663984,2.4620460467162713,1467.3524882292797,0.5563553723554551,0.3404392255817392,859816560.733757,-39.92211203283822,84799660.80135679,19.59928694669186,127199491.20203519,14.335916273526985,169599321.60271358,15.279546491622158,211999152.00339198,5.849041254281072
32,calib,False,0,0.23268556594848633,,10000000000,0.004897029714897858,0.00018481320890572438,0.004893541060051154,4.340177903217668,0.0423419136,-6763.018834907561,28092,1.4076250388944862,-0.2499094474410057,408978364.0865437,2947523.1846039095,46437.36610363775,7868.064536712364,43399826.4006944,51.495410257437165,2.5595126677357634,691.29885760819,0.7577225539058687,0.33762383291176623,853216587.1336515,-37.58441893336751,86799652.8013888,24.224850611407884,130199479.20208319,25.344952668402577,173599305.6027776,13.484273527109886,216999132.00347197,10.557696666500975
33,calib,False,0,0.23418569564819336,,10000000000,0.004443273655073657,0.00015365569913080348,0.004440616027084106,4.783405617101851,0.0423419136,-6993.258073082294,28221,2.3580245040857477,-0.3339297702769786,459938160.247359,2415557.221401476,47370.88854931723,7807.730863359743,39079843.680625275,49.87559111702094,2.3925269067712778,3349.6129763483655,0.5685791035957379,0.35308481446927475,880376478.494086,-39.64897896851849,78159687.36125055,19.150095331584467,117239531.04187582,12.283034156532826,156319374.7225011,15.243290087952818,195399218.4031264,7.364211195387198
34,calib,False,0,0.23706340789794922,,10000000000,0.004655402769993689,0.00022363359756900973,0.0046500282757100785,4.565443896066766,0.0423419136,-6910.58100224939,28168,2.1222593834269485,-0.28952231311947785,461258154.9673801,2659174.149086298,48420.24843865695,7703.373777873865,38099847.6006096,51.44989826799485,2.498354739617994,1850.3452843258485,0.6725126883124628,0.3460020537399077,869176523.2939068,-38.252318086293485,76199695.2012192,24.379209169361097,114299542.80182879,18.0751413984058,152399390.4024384,2.5523962809745013,190499238.00304797,16.42065125830992
35,calib,False,0,0.23344683647155762,,10000000000,0.0046859494293887095,0.0001652080589918841,0.004683036232193011,4.535682785371549,0.0423419136,-6841.4650705453105,28055,1.506373805922883,-0.2490597207223074,420158319.3667225,2694595.565222276,45641.77861658308,7889.0638452098165,45979816.080735676,50.59318469544741,2.680239385251111,2532.0695788427706,0.850130606041283,0.3431458760664752,864856540.5738376,-36.42106297300033,91959632.16147135,29.042562642387047,137939448.24220702,19.1698696076828,183919264.3229427,20.213090233510364,229899080.4036784,15.179157568677773
